star_x_au,star_z_au,planet_x_au,planet_z_au
-6.586306507488547872e-05,-3.194800728193490451e-04,8.908360842397096413e-02,4.321152936618009033e-01
-5.808530577566283680e-05,-3.215390838650011786e-04,7.856373870579042018e-02,4.349002253002381413e-01
-5.027847772895484703e-05,-3.234371995463939894e-04,6.800455182380316099e-02,4.374675366440442525e-01
-4.244662034316047303e-05,-3.251743262332941909e-04,5.741151131171613048e-02,4.398171010529083880e-01
-3.459374962692136083e-05,-3.267505024324609251e-04,4.679004905370985623e-02,4.419489706094513193e-01
-2.672385275740733952e-05,-3.281658963635433941e-04,3.614555793773006204e-02,4.438633728404870471e-01
-1.884088285619190967e-05,-3.294208032710199859e-04,2.548338478955700440e-02,4.455607070812648285e-01
-1.094875398655410762e-05,-3.305156424908237568e-04,1.480882360636644884e-02,4.470415405079101734e-01
-3.051336384291654795e-06,-3.314509542909679766e-04,4.127109106128515163e-03,4.483066038641876916e-01
4.847548067633685408e-06,-3.322273965059736054e-04,-6.556589393196572343e-03,4.493567869093702538e-01
1.274413011205833310e-05,-3.328457409852239330e-04,-1.723717375308719824e-02,4.501931336144321394e-01
2.063469713136523452e-05,-3.333068698755269803e-04,-2.790962244328739142e-02,4.508168371340000591e-01
2.851559689689950574e-05,-3.336117717581658254e-04,-3.856899561310848240e-02,4.512292345814898908e-01
3.638324105058403482e-05,-3.337615376605701100e-04,-4.921043980051584277e-02,4.514318016346610674e-01
4.423410831685626796e-05,-3.337573569624541258e-04,-5.982919227645926152e-02,4.514261469984324204e-01
5.206474744456100550e-05,-3.336005132158573216e-04,-7.042058502395327768e-02,4.512140067512439012e-01
5.987177987986460920e-05,-3.332923798979931700e-04,-8.098004835334844664e-02,4.507972386005393850e-01
6.765190217259459853e-05,-3.328344161151852287e-04,-9.150311415704494300e-02,4.501778160720913413e-01
7.540188811965039119e-05,-3.322281622754490508e-04,-1.019854188085793922e-01,4.493578226569171497e-01
8.311859065026910452e-05,-3.314752357464817640e-04,-1.124227057125565532e-01,4.483394459384593134e-01
9.079894345896662524e-05,-3.305773265149627212e-04,-1.228108275132961530e-01,4.471249717215372010e-01
9.843996239289975840e-05,-3.295361928621520406e-04,-1.331457479713208103e-01,4.457167781833447084e-01
1.060387466012175528e-04,-3.283536570698242013e-04,-1.434235435179199436e-01,4.441173300654764899e-01
1.135924794546840636e-04,-3.270316011695891868e-04,-1.536404044989932993e-01,4.423291729246384696e-01
1.210984292444664397e-04,-3.255719627476531689e-04,-1.637926361202016734e-01,4.403549274583444251e-01
1.285539496694914567e-04,-3.239767308160635523e-04,-1.738766591061452482e-01,4.381972839205350301e-01
1.359564801221869459e-04,-3.222479417604717507e-04,-1.838890100868451893e-01,4.358589966406932192e-01
1.433035457827442824e-04,-3.203876753734512229e-04,-1.938263417252395759e-01,4.333428786586772663e-01
1.505927575322712976e-04,-3.183980509814244414e-04,-2.036854225997170587e-01,4.306517964861643066e-01
1.578218116953532843e-04,-3.162812236722926723e-04,-2.134631368559160025e-01,4.277886650043017935e-01
1.649884896226148587e-04,-3.140393806299326897e-04,-2.231564836421154052e-01,4.247564425059024984e-01
1.720906571238787087e-04,-3.116747375808300285e-04,-2.327625763425489047e-01,4.215581258893099648e-01
1.791262637624541716e-04,-3.091895353572586026e-04,-2.422786416228896733e-01,4.181967460098994227e-01
1.860933420209714625e-04,-3.065860365805983816e-04,-2.517020183019925694e-01,4.146753631940741092e-01
1.929900063490051505e-04,-3.038665224676147117e-04,-2.610301560637498519e-01,4.109970629195720537e-01
1.998144521025119571e-04,-3.010332897617911427e-04,-2.702606140226194165e-01,4.071649516649166745e-01
2.065649543848529764e-04,-2.980886477911304797e-04,-2.793910591560404555e-01,4.031821529299219886e-01
2.132398667988756732e-04,-2.950349156532076694e-04,-2.884192646165518181e-01,3.990518034283143112e-01
2.198376201192120730e-04,-2.918744195276723311e-04,-2.973431079359985518e-01,3.947770494527357288e-01
